Kategori_Lowongan,Pekerjaan Lowongan,Title,Posisi,Gaji,Gaji Min,Gaji Max,Kualifikasi,Tahun Pengalaman,Umur,Pendidikan,Skill,Link
Lainnya,Lainnya,Account Manager - Padang,Account Manager - Padang,Tidak dicantumkan,N/A,N/A,The ideal candidate will be able to appropriately identify the needs of both new and current customers.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85108343
Tax,Tax,Account & Tax Staff,Account & Tax Staff,Tidak dicantumkan,N/A,N/A,Grow your expertise in accounting and tax as part of a dynamic team with career advancement opportunities.,N/A,N/A,N/A,"accounting,tax",https://id.jobstreet.com/id/job/85135410
Lainnya,Lainnya,Content Creator End-to-End,Content Creator End-to-End,Rp 5.000.000 – Rp 6.000.000 per month,5000000,6000000,Mampu membuat brief creative (TikTok & Reels) secara creative dan detail,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85004548
Admin,Admin,Kasie Administrasi,Kasie Administrasi,Tidak dicantumkan,N/A,N/A,"Tingkatkan karier Anda di RSU Gading Pluit - Paket remunerasi kompetitif, pelatihan profesional, dan lingkungan kerja yang kolaboratif.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85678580
Sales,Sales,Sales Executive,Sales Executive,Rp 10.000.000 – Rp 13.000.000 per month,10000000,13000000,Sales Executive < 35 years old with 3-5 years working experience as Sales/Service/Project Engineer. Good in English. Jakarta Barat,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85475004
Lainnya,Lainnya,Desk Collection Staff (Fintech P2P),Desk Collection Staff (Fintech P2P),Tidak dicantumkan,N/A,N/A,Responsibilities Remind customers to make a payment before the deadline.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85167235
Lainnya,Lainnya,Customer Care (Solo),Customer Care (Solo),Tidak dicantumkan,N/A,N/A,"- Menangani customer complain melalui digital- Mengidetifikasi, mengevaluiasi customer complain & issue - Pria/Wanita- Tanpa Pengalaman Bekerja-...",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85689618
Bidan,Bidan,Application Specialist,Application Specialist,Rp 5.000.000 – Rp 7.000.000 per month,5000000,7000000,"Application Specialist bertanggung jawab untuk memberikan support teknis terkait penggunaan alat diagnostik di bidang molekular, sitologi, imunologi",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85198028
Sales,Sales,Sales Intern - Placement Jakarta,Sales Intern - Placement Jakarta,Tidak dicantumkan,N/A,N/A,Responsible to  collecting data about the store information on the assigned area and provide the report that summarize the findings on the survey.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85295119
Lainnya,Lainnya,METALLURGIST,METALLURGIST,Tidak dicantumkan,N/A,N/A,We are looking for highly motivated and experienced professional as Metallurgist,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85245542
Lainnya,Lainnya,Research and Development Specialist - Paint,Research and Development Specialist - Paint,Tidak dicantumkan,N/A,N/A,Research & Development in Paint Manufacture,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85064225
Management,Management,"Accounting, Finance & Budget Analysis Head - Palm Oil Business","Accounting, Finance & Budget Analysis Head - Palm Oil Business",Tidak dicantumkan,N/A,N/A,Responsible for overseeing and developing financial management functions across our palm oil plantation and mill operations.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85575718
Sales,Sales,Area Supervisor Bali,Area Supervisor Bali,Tidak dicantumkan,N/A,N/A,"Your role involves managing store performance, optimizing sales, ensuring effective inventory control, and leading store teams.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84904407
Management,Management,Chief Accounting,Chief Accounting,Rp 10.000.000 – Rp 12.000.000 per month,10000000,12000000,"Manage and supervise all company accounting activities, analyze financial reports and provide input to management. Responsible for company tax reports",N/A,N/A,N/A,"accounting,tax",https://id.jobstreet.com/id/job/84874218
Tax,Tax,Tax Officer,Tax Officer,Rp 5.000.000 – Rp 6.000.000 per month,5000000,6000000,"Dibawah naungan Divisi Keuangan, Anda bertugas menangani kewajiban perusahaan terkait perpajakan, dari mulai pencatatan, penghitungan, pembayaran...",N/A,N/A,N/A,erp,https://id.jobstreet.com/id/job/85622618
Lainnya,Lainnya,WWTP Engineer,WWTP Engineer,Tidak dicantumkan,N/A,N/A,To ensure WWTP performance as expected,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84994975
Admin,Admin,Administration Staff (Mandarin Speaker),Administration Staff (Mandarin Speaker),Rp 10.000.000 – Rp 15.000.000 per month,10000000,15000000,"Supportive, dynamic work environment with growth opportunities and excellent benefits. Join our leading admin team!",N/A,N/A,N/A,excel,https://id.jobstreet.com/id/job/85117918
Lainnya,Lainnya,JUNIOR AGRONOMIST (JAWA BARAT),JUNIOR AGRONOMIST (JAWA BARAT),Tidak dicantumkan,N/A,N/A,Junior Agronomist (Jawa Barat),N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85622424
Lainnya,Lainnya,Technical,Technical,Rp 5.000.000 – Rp 6.000.000 per month,5000000,6000000,"Melakukan pemasangan, pemeliharaan dan pengecekan mesin air minum dan air sparkling. ",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84893211
Social Media,Social Media,Senior Marketing Branding Manager - FMCG (Food & Beverages),Senior Marketing Branding Manager - FMCG (Food & Beverages),Tidak dicantumkan,N/A,N/A,"Memimpin strategi 360° marketing FMCG dari branding, campaign, riset pasar, ATL-BTL, social media, hingga laporan kinerja & pengelolaan anggaran.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85548063
It Support,It Support,IT Helpdesk ( 2 positions ),IT Helpdesk ( 2 positions ),Tidak dicantumkan,N/A,N/A,"Grow your IT support career with a leading tech provider. Competitive salary, flexible work, and development opportunities.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85093043
Lainnya,Lainnya,Corporate Secretary (Construction Project),Corporate Secretary (Construction Project),Tidak dicantumkan,N/A,N/A,Corporate Secretary in Construction Industry,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85623374
Lainnya,Lainnya,L2 Reconciliation,L2 Reconciliation,Rp 5.000.000 – Rp 5.500.000 per month,5000000,5500000,"Memproses semua tiket eskalasi yang masuk terkait dengan transaksi dan rekonsiliasi, dari pedagang dan tim internal",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85668921
Lainnya,Lainnya,Store Coordinator Yogyakarta,Store Coordinator Yogyakarta,Tidak dicantumkan,N/A,N/A,WFO,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85618148
Legal,Legal,LEGAL MANAGER,LEGAL MANAGER,Tidak dicantumkan,N/A,N/A,LEGAL MANAGER; S1 with > 20 years experience handling industrial Relation and Corporate Litigation in Oil/Gas/Petroleum/Mining & Resources industries,N/A,N/A,S1,N/A,https://id.jobstreet.com/id/job/85131523
Customer Service,Customer Service,Customer Service Representative - Purwokerto,Customer Service Representative - Purwokerto,Rp 2.300.000 – Rp 3.200.000 per month,2300000,3200000,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85631011
Lainnya,Lainnya,Japanese Interpreter,Japanese Interpreter,Rp 10.000.000 – Rp 15.000.000 per month,10000000,15000000,"Excel as a Japanese interpreter: Translate, interpret, and bridge cultural gaps for leading Indonesian firm.",N/A,N/A,N/A,"excel,erp",https://id.jobstreet.com/id/job/85065202
Lainnya,Lainnya,Data Support (Jatim),Data Support (Jatim),Tidak dicantumkan,N/A,N/A,"Pekerjaan ini banyak melakukan support terhadap project yang berjalan, mengecek kesesuaikan flow dan memberikan solusi awal pada permasalahan yang ada",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85425030
Lainnya,Lainnya,Kepala Bagian Produksi (Jakarta),Kepala Bagian Produksi (Jakarta),Tidak dicantumkan,N/A,N/A,Memastikan bagian produksi dapat mencapai target yang diharapkan dengan tetap memerhatikan kwalitas sesuai standar yang ada.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85557056
Sekretaris,Sekretaris,Secretary BOD & BOC,Secretary BOD & BOC,Tidak dicantumkan,N/A,N/A,Melaksanakan serta membantu seluruh pekerjaan terkait aktivitas sekretaris.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85684507
Inventory,Inventory,Warehouse Administrator - Steel Frame / Furniture,Warehouse Administrator - Steel Frame / Furniture,Rp 3.000.000 – Rp 4.000.000 per month,3000000,4000000,"Warehouse Administrator to manage daily operations related to warehouse inventory, documentation, and coordination across departments.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84718614
It Support,It Support,IT Support,IT Support,Tidak dicantumkan,N/A,N/A,IT Support,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85664338
Sales,Sales,Growth Associate Online,Growth Associate Online,Tidak dicantumkan,N/A,N/A,"end-to-end promotion, digital sales, growth strategies on online food delivery platform",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85374676
Recruitment,Recruitment,Sales Modern Trade Supervisor (Jawa Timur - Jember),Sales Modern Trade Supervisor (Jawa Timur - Jember),Rp 7.000.000 – Rp 8.000.000 per month,7000000,8000000,"Candidates can apply at the official recruitment portal of PT Uni-Charm Indonesia Tbk at the following link:

https://ucirecruitment.unicharm.co.id/",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85663016
Lainnya,Lainnya,Market Access Manager (Pharmaceutical),Market Access Manager (Pharmaceutical),Tidak dicantumkan,N/A,N/A,Market Access Manager,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85053108
Tax,Tax,Accounting & Tax Senior Staff,Accounting & Tax Senior Staff,Tidak dicantumkan,N/A,N/A,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85260761
Tax,Tax,Accounting & Tax Senior Staff,Accounting & Tax Senior Staff,Tidak dicantumkan,N/A,N/A,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85260761
Technician,Technician,Fire & Gas Technician,Fire & Gas Technician,Tidak dicantumkan,N/A,N/A,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85051112
Education,Education,KINDERGARTEN/ ELEMENTARY TEACHERS,KINDERGARTEN/ ELEMENTARY TEACHERS,Tidak dicantumkan,N/A,N/A,REQUIREMENTS: Bachelor's degree in Education/ Psychology or equivalent Maximum age of 35 years old Having 2 years of experience in teaching Fresh...,N/A,35,Bachelor,N/A,https://id.jobstreet.com/id/job/85247564
It Support,It Support,IT Support,IT Support,Rp 3.000.000 – Rp 4.500.000 per month,3000000,4500000,"Memberikan dukungan teknis, menangani masalah IT, memelihara sistem & jaringan agar operasional perusahaan berjalan lancar.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85628985
Seo,Seo,Manager SPA leasure eksekutif di Jakarta,Manager SPA leasure eksekutif di Jakarta,Rp 8.000.000 – Rp 12.000.000 per month,8000000,12000000,Gabung bersama kami apabila anda seorang Manager yang expert & siap dngn Tantangan bekerja di dunia spa leasure yg berkembang.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84954759
Lainnya,Lainnya,"Counter Executive AUTO2000 (Bumi Serpong Damai, Cilandak, Daan Mogot, Tangerang)","Counter Executive AUTO2000 (Bumi Serpong Damai, Cilandak, Daan Mogot, Tangerang)",Tidak dicantumkan,N/A,N/A,Melakukan kegiatan-kegiatan yang mendukung proses membangun relasi untuk memperoleh prospek (calon pembeli) baik perorangan maupun perusahaan,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85532988
Finance,Finance,Finance Accounting Tax Staff,Finance Accounting Tax Staff,Rp 4.500.000 – Rp 6.500.000 per month,4500000,6500000,Jenjang Karir,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84884513
Lainnya,Lainnya,HR _ ASSISTANT MANAGER,HR _ ASSISTANT MANAGER,Tidak dicantumkan,N/A,N/A,Responsible for managing and maintaining positive employee relations while ensuring compliance with labor laws and company policies.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84894501
Lainnya,Lainnya,"BRANDING, DESAIN DAN MULTIMEDIA","BRANDING, DESAIN DAN MULTIMEDIA",Rp 4.000.000 – Rp 6.000.000 per month,4000000,6000000,"SKILL :

Design 
Photoshop
Graphic design
Content Creator",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85617439
Lainnya,Lainnya,Content Creator,Content Creator,Rp 4.000.000 – Rp 5.000.000 per month,4000000,5000000,Anda akan memainkan peran penting dalam mengembangkan konten visual dan tekstual yang menarik dan memikat bagi berbagai platform e-commerce kami.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84892478
Lainnya,Lainnya,HEAD STORE PINRANG,HEAD STORE PINRANG,Tidak dicantumkan,N/A,N/A,"Head Store bertugas untuk mengelola Operasional Toko,meningkatkan kepuasan pelanggan & menaikkan omset penjualan.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84858527
Lainnya,Lainnya,Village Director,Village Director,Tidak dicantumkan,N/A,N/A,The village director assures the quality of child care within the framework of the SOS family,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85374163
Social Media,Social Media,Content Creator and Social Media Specialist,Content Creator and Social Media Specialist,Rp 5.500.000 – Rp 6.500.000 per month,5500000,6500000,We are seeking a creative Content Creator to produce engaging digital content across social media and marketing channels.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85575007
Business Analyst,Business Analyst,Sales Business Analyst,Sales Business Analyst,Tidak dicantumkan,N/A,N/A,"System development, in coordination with supported department, Sales policy announcement & Price policy monitoring",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85621714
Lainnya,Lainnya,Programmer,Programmer,Rp 5.500.000 – Rp 8.000.000 per month,5500000,8000000,"1.	Requirement Analysis and Design
2.	Development
3.	Testing
4.	Support
5.	Document",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85627733
Consultant,Consultant,MEMBERSHIP CONSULTANT,MEMBERSHIP CONSULTANT,Rp 5.000.000 – Rp 7.000.000 per month,5000000,7000000,Gym Sales yang sudah berpengalaman di fitness industry dan memiliki komunikasi yang baik.,N/A,N/A,N/A,erp,https://id.jobstreet.com/id/job/85563243
Sales,Sales,SALES BAHAN KIMIA INDUSTRI,SALES BAHAN KIMIA INDUSTRI,Rp 8.000.000 – Rp 12.000.000 per month,8000000,12000000,"Sales Bahan Baku kimia berpengalaman yang mandiri dan sudah mengenal produk kami,serta gigih dalam menjaga dan mengembangkan market baru ",N/A,N/A,N/A,erp,https://id.jobstreet.com/id/job/84947097
Lainnya,Lainnya,Tiktok Live Operation,Tiktok Live Operation,Rp 6.000.000 – Rp 8.000.000 per month,6000000,8000000,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85681598
Legal,Legal,Legal Staff,Legal Staff,Rp 9.000.000 – Rp 13.000.000 per month,9000000,13000000,"As a legal staff, you will manage contracts and business agreements, legal negotiation, and review legal policies procedures of the company",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85664073
Lainnya,Lainnya,coal stockpile leader,coal stockpile leader,Rp 20.000.000 – Rp 25.000.000 per month,20000000,25000000,"mengawasi penerimaan, penyimpanan, pencampuran, dan pengiriman batubara, serta memastikan semua operasi berjalan sesuai dengan peraturan.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85153394
Lainnya,Lainnya,Driver Excecutive,Driver Excecutive,Tidak dicantumkan,N/A,N/A,Mencari driver untuk level excecutive,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85629018
Lainnya,Lainnya,KEPALA TEKNIK,KEPALA TEKNIK,Tidak dicantumkan,N/A,N/A,"Melakukan kordinasi di departemen teknik
Membuat rencana anggaran pembiayaan belanja sparepart
Melakukan evisiensi dan menurunkan downtimen mesin",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85267368
Guru,Guru,Pengurus - Sekertaris Koperasi Jasa Bhakti BPJS Kesehatan,Pengurus - Sekertaris Koperasi Jasa Bhakti BPJS Kesehatan,Rp 9.000.000 – Rp 10.000.000 per month,9000000,10000000,"Hari Kerja :
Senin sd Jum'at, 08.00 sd 17.00 wib",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85098671
Bidan,Bidan,Senior Personal Assistant,Senior Personal Assistant,Tidak dicantumkan,N/A,N/A,PT. Onda Mega Industri adalah perusahaan yang bergerak di bidang sanitary dan plumbing.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84951241
Lainnya,Lainnya,SUPERINTENDENT - COMPLIANCE ASSURANCE,SUPERINTENDENT - COMPLIANCE ASSURANCE,Tidak dicantumkan,N/A,N/A,We are looking for highly motivated and experienced professional as Superintendent - Compliance Assurance.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85172719
Lainnya,Lainnya,User Research Specialist - Transsion Indonesia,User Research Specialist - Transsion Indonesia,Tidak dicantumkan,N/A,N/A,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85157953
Finance,Finance,Senior Staff Accounting & Finance,Senior Staff Accounting & Finance,Tidak dicantumkan,N/A,N/A,"Memeriksa, mengecek, memverifikasi, memonitor laporan keuangan dan aktifitasnya",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84948258
Legal,Legal,LEGAL MANAGER,LEGAL MANAGER,Rp 11.000.000 – Rp 14.000.000 per month,11000000,14000000,"As Legal Manager, you will lead the Legal Team to ensure that every action, transaction, and compliance aligns with applicable laws and regulations. ",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85036881
Lainnya,Lainnya,Cost Accounting Supervisor,Cost Accounting Supervisor,Tidak dicantumkan,N/A,N/A,Cost Accounting Supervisor role - drive process improvements and mentor junior staff. Join a dynamic team in Surabaya.,N/A,N/A,N/A,accounting,https://id.jobstreet.com/id/job/85680901
Lainnya,Lainnya,Product Development Officer,Product Development Officer,Tidak dicantumkan,N/A,N/A,Developing & Supporting new products innovations process,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85605093
Lainnya,Lainnya,Bank Relation,Bank Relation,Rp 6.000.000 – Rp 7.000.000 per month,6000000,7000000,menjaga relasi antar developer dan bank.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85570361
Recruitment,Recruitment,Manager HRGA,Manager HRGA,Tidak dicantumkan,N/A,N/A,Memberi rekomendasi kepada direksi terkait calon karyawan baru dalam proses seleksi. Menentukan proses recruitment tenaga kerja.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85104582
