Kategori Lowongan,Umur,Pendidikan,Title,Link,Gaji_Rata2,Kategori_Encoded,Pendidikan_Encoded
Lainnya,32.0,S1,STAFF ACCOUNT RECEIVABLE,https://id.jobstreet.com/id/job/85603213,5500000.0,29,5
Akuntan,32.0,S1,FINANCE/MAINTENANCE,https://id.jobstreet.com/id/job/85589359,5779257.5,2,5
Sales,32.0,S1,Sales Executive (Papua),https://id.jobstreet.com/id/job/85137490,4750000.0,48,5
Lainnya,32.0,S1,Koordinator Teknisi,https://id.jobstreet.com/id/job/85257625,5750000.0,29,5
Lainnya,32.0,S1,Product Specifier,https://id.jobstreet.com/id/job/85023772,4730900.0,29,5
Sales,32.0,S1,Sales Manager,https://id.jobstreet.com/id/job/84873184,15000000.0,48,5
Sales,32.0,S1,Sales Engineer,https://id.jobstreet.com/id/job/85060545,9250000.0,48,5
It Support,32.0,S1,Helpdesk IT Support,https://id.jobstreet.com/id/job/85680823,4742500.0,28,5
Lainnya,32.0,S1,SITE MANAGER,https://id.jobstreet.com/id/job/85029283,9750000.0,29,5
Lainnya,32.0,S1,Civil Enginner Staff,https://id.jobstreet.com/id/job/85632591,7500000.0,29,5
Sales,32.0,S1,Sales Textile,https://id.jobstreet.com/id/job/84971906,6175000.0,48,5
Finance,32.0,S1,"Finance, Accounting, Tax -Supervisor",https://id.jobstreet.com/id/job/85435994,5500000.0,20,5
Finance,32.0,S1,Senior Accounting & Finance Staff,https://id.jobstreet.com/id/job/85239135,7500000.0,20,5
Lainnya,32.0,S1,Electrical Engineer,https://id.jobstreet.com/id/job/85677019,5500000.0,29,5
Sales,32.0,S1,Sales Area Bekasi & Karawang,https://id.jobstreet.com/id/job/85296378,5050000.0,48,5
Lainnya,32.0,S1,ESTIMATOR/QS,https://id.jobstreet.com/id/job/85239500,8000000.0,29,5
Social Media,32.0,S1,Content Creator Intern,https://id.jobstreet.com/id/job/85253682,1750000.0,51,5
Lainnya,32.0,S1,MARKETING PROYEK KONSTRUKSI,https://id.jobstreet.com/id/job/85065156,5000000.0,29,5
Lainnya,32.0,S1,Supervisor Delivery,https://id.jobstreet.com/id/job/85308910,7500000.0,29,5
Management,32.0,S1,SPV QMS,https://id.jobstreet.com/id/job/85666313,8000000.0,33,5
Lainnya,32.0,S1,BRANCH MANAGER,https://id.jobstreet.com/id/job/84945950,12500000.0,29,5
Audit,32.0,S1,Junior Electrical Engineer,https://id.jobstreet.com/id/job/85630177,6500000.0,5,5
Legal,32.0,S1,Legal Officer/ Staff/Executive - Manufacture Industry,https://id.jobstreet.com/id/job/85665942,9500000.0,30,5
Lainnya,32.0,S1,Staff Pajak,https://id.jobstreet.com/id/job/85677646,4175000.0,29,5
Lainnya,32.0,S1,Communications & Guest Relations Officer,https://id.jobstreet.com/id/job/84896125,6500000.0,29,5
Lainnya,32.0,S1,Supervisor Gardener,https://id.jobstreet.com/id/job/85187766,4625000.0,29,5
Lainnya,32.0,S1,Manager Restaurant,https://id.jobstreet.com/id/job/85391549,8500000.0,29,5
Seo,32.0,S1,PACKAGING DESIGN SPECIALIST (FREELANCE),https://id.jobstreet.com/id/job/85678108,7500000.0,50,5
Finance,32.0,S1,FINANCE DIRECTOR,https://id.jobstreet.com/id/job/85240906,90000000.0,20,5
Lainnya,32.0,S1,SITE SUPERVISOR (Proyek Villa – Ubud),https://id.jobstreet.com/id/job/85164348,4000000.0,29,5
Sales,32.0,S1,Area Sales Supervisor Bali,https://id.jobstreet.com/id/job/85264105,8500000.0,48,5
Sales,32.0,S1,Sales Marketing,https://id.jobstreet.com/id/job/85239958,5750000.0,48,5
Lainnya,32.0,S1,Accounting,https://id.jobstreet.com/id/job/85587770,5500000.0,29,5
Lainnya,32.0,S1,Accounting,https://id.jobstreet.com/id/job/84922748,4000000.0,29,5
Lainnya,32.0,S1,Staff Human Resource,https://id.jobstreet.com/id/job/85671918,5106000.0,29,5
Lainnya,32.0,S1,Translator,https://id.jobstreet.com/id/job/85440615,13500000.0,29,5
Sales,32.0,S1,Sales Director,https://id.jobstreet.com/id/job/85075022,27500000.0,48,5
Consultant,32.0,S1,SALES CONSULTANT,https://id.jobstreet.com/id/job/84938081,6000000.0,12,5
Lainnya,32.0,S1,Accounts Receivable Associate,https://id.jobstreet.com/id/job/85038272,5500000.0,29,5
Digital Marketing,32.0,S1,Digital Marketing Specialist,https://id.jobstreet.com/id/job/85266641,7000000.0,17,5
Audit,32.0,Bachelor,Supervisor IT Auditor,https://id.jobstreet.com/id/job/85569856,15000000.0,5,0
Purchasing,32.0,S1,Purchasing F&B,https://id.jobstreet.com/id/job/85056365,5000000.0,43,5
Sales,32.0,S1,Sales Supervisor,https://id.jobstreet.com/id/job/85053801,4750000.0,48,5
Sales,32.0,S1,Sales Executive,https://id.jobstreet.com/id/job/85259126,5000000.0,48,5
Lainnya,32.0,S1,Building Manager/Supervisor Engineering,https://id.jobstreet.com/id/job/85079667,8500000.0,29,5
Lainnya,32.0,S1,Operation Assistant Manager,https://id.jobstreet.com/id/job/85634153,7500000.0,29,5
Lainnya,32.0,S1,TIKTOK AFFILIATE SPECIALIST/KOL SPECIALIST,https://id.jobstreet.com/id/job/84997510,6000000.0,29,5
Project Manager,32.0,S1,Assistant Project Manager,https://id.jobstreet.com/id/job/85565673,7000000.0,41,5
Lainnya,32.0,S1,HR supervisor,https://id.jobstreet.com/id/job/85661556,6000000.0,29,5
Akuntan,32.0,Sarjana,Corporate Senior Reporting (Accounting),https://id.jobstreet.com/id/job/85377689,8500000.0,2,12
Lainnya,32.0,S1,STAFF ACCOUNTING,https://id.jobstreet.com/id/job/85615994,5037066.5,29,5
Sales,32.0,S1,SALES MARKETING DOMESTIK,https://id.jobstreet.com/id/job/85600898,7000000.0,48,5
Finance,32.0,S1,Supervisor Finance,https://id.jobstreet.com/id/job/85431747,6000000.0,20,5
Lainnya,32.0,S1,ADVERTISER META,https://id.jobstreet.com/id/job/84900988,6250000.0,29,5
Training,32.0,S1,Training Specialist,https://id.jobstreet.com/id/job/85290214,6000000.0,57,5
Sales,32.0,S1,SALES EXECUTIVE,https://id.jobstreet.com/id/job/84965140,6650000.0,48,5
Lainnya,32.0,S1,Bancassurance Advisor Executive - Bali,https://id.jobstreet.com/id/job/85664143,5500000.0,29,5
Lainnya,32.0,S1,Marketing Campaign Strategy,https://id.jobstreet.com/id/job/85006408,4500000.0,29,5
Tax,32.0,S1,Accounting & Tax Manager,https://id.jobstreet.com/id/job/85135452,13500000.0,54,5
Lainnya,32.0,S1,marketing specialist,https://id.jobstreet.com/id/job/85016121,4500000.0,29,5
Account Executive,32.0,S1,Sr. Account Executive,https://id.jobstreet.com/id/job/85134996,9250000.0,0,5
Admin,32.0,S1,Admin E-Commerce ( CS ),https://id.jobstreet.com/id/job/85261182,3500000.0,1,5
Videographer,32.0,S1,VIDEOGRAPHER & EDITOR,https://id.jobstreet.com/id/job/84875290,7000000.0,59,5
Lainnya,32.0,S1,Technical Writer,https://id.jobstreet.com/id/job/85632366,6750000.0,29,5
Sales,32.0,S1,Account Manager,https://id.jobstreet.com/id/job/85568722,7500000.0,48,5
Lainnya,32.0,S1,Surveyor,https://id.jobstreet.com/id/job/85030924,6000000.0,29,5
Lainnya,32.0,S1,KEPALA DIVISI MARKETING & COMMUNICATION,https://id.jobstreet.com/id/job/85543449,9000000.0,29,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - Jakarta Timur (Penempatan Jatinegara),https://id.jobstreet.com/id/job/84935959,4250000.0,29,5
Training,32.0,S1,Children Cognitive Coach,https://id.jobstreet.com/id/job/85095503,5900000.0,57,5
Sales,32.0,S1,Technical Sales (Metal detector & Checkweigher),https://id.jobstreet.com/id/job/85480783,10000000.0,48,5
Lainnya,32.0,S1,Laborat Analyst Senior (SPV),https://id.jobstreet.com/id/job/85102599,9000000.0,29,5
Graphic Designer,32.0,S1,Event Graphic Designer,https://id.jobstreet.com/id/job/85539000,6500000.0,23,5
Sales,32.0,S1,Telesales Officer (Automotive Insurance),https://id.jobstreet.com/id/job/84937846,5198380.5,48,5
Finance,32.0,S1,Senior Accountant,https://id.jobstreet.com/id/job/85563843,12500000.0,20,5
Lainnya,32.0,S1,Live Streamer Co-host/Moderator,https://id.jobstreet.com/id/job/84948058,5000000.0,29,5
Lainnya,32.0,S1,Account Manager,https://id.jobstreet.com/id/job/85437990,8000000.0,29,5
Sales,32.0,S1,Sales Canvasser (Palembang),https://id.jobstreet.com/id/job/85593156,3850000.0,48,5
Bidan,32.0,S1,desain interior,https://id.jobstreet.com/id/job/85597363,10000000.0,7,5
Sales,32.0,S1,Sales Area Coordinator,https://id.jobstreet.com/id/job/84974436,5000000.0,48,5
Sales,32.0,S1,Sales Supervisor,https://id.jobstreet.com/id/job/85428050,6250000.0,48,5
Mechanic,32.0,S1,Engineering Staff,https://id.jobstreet.com/id/job/85629101,5396800.0,35,5
Lainnya,32.0,S1,Export Import Account Spv,https://id.jobstreet.com/id/job/84966330,7000000.0,29,5
Sales,32.0,S1,SALES MOTORIS / TASK FORCE,https://id.jobstreet.com/id/job/85627019,5000000.0,48,5
Sales,32.0,S1,Sales,https://id.jobstreet.com/id/job/85487175,6250000.0,48,5
Lainnya,32.0,S1,BRAND MANAGER (CASUAL & MODEST FASHION),https://id.jobstreet.com/id/job/85010009,11500000.0,29,5
Business Development,32.0,S1,Business Development,https://id.jobstreet.com/id/job/85255818,5500000.0,9,5
Sales,32.0,S1,Field Sales (Central Java Area),https://id.jobstreet.com/id/job/84976459,6750000.0,48,5
Akuntan,32.0,S1,Head Accounting,https://id.jobstreet.com/id/job/85626921,6500000.0,2,5
Business Development,32.0,S1,Business Development Sales Marketing,https://id.jobstreet.com/id/job/85238799,9025000.0,9,5
Lainnya,32.0,S1,GA EXECUTIVE,https://id.jobstreet.com/id/job/85204079,6500000.0,29,5
Maintenance,32.0,S1,CHIEF ENGINEERING,https://id.jobstreet.com/id/job/85571064,10500000.0,32,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - JAKARTA PUSAT (IMAM BONJOL),https://id.jobstreet.com/id/job/85296510,2875000.0,29,5
Lainnya,32.0,S1,HEAD OF MARKETING | CREATIVE MARKETING,https://id.jobstreet.com/id/job/85014507,21500000.0,29,5
Sales,32.0,S1,Construction Material Building Sales Specialist,https://id.jobstreet.com/id/job/84928255,7500000.0,48,5
Event,32.0,S1,Human Resources Development (HRD),https://id.jobstreet.com/id/job/85624172,4250000.0,19,5
Lainnya,32.0,S1,Civil & Struktural Project Engineer,https://id.jobstreet.com/id/job/85684116,6750000.0,29,5
Lainnya,32.0,S1,Marketing Coordinator,https://id.jobstreet.com/id/job/85101598,4250000.0,29,5
Sales,32.0,S1,Sales Account,https://id.jobstreet.com/id/job/85567962,7500000.0,48,5
Lainnya,32.0,S1,RELATIONSHIP MANAGER FUNDING DEPOSITO,https://id.jobstreet.com/id/job/85130751,7500000.0,29,5
Lainnya,32.0,S1,Manager E Commerce,https://id.jobstreet.com/id/job/85561629,12500000.0,29,5
Tax,32.0,S1,Staff Accounting & Tax,https://id.jobstreet.com/id/job/85132522,5650000.0,54,5
Sales,32.0,S1,Disposable Sales,https://id.jobstreet.com/id/job/85023510,3250000.0,48,5
Mechanic,32.0,S1,MEP Design Engineer,https://id.jobstreet.com/id/job/85568888,7500000.0,35,5
Sales,32.0,S1,Sales & Marketing Staff - Steel Trading (Open for Fresh Graduate) (B-120708),https://id.jobstreet.com/id/job/85202593,6500000.0,48,5
Lainnya,32.0,S1,Exclusive Beauty Advisor Surabaya,https://id.jobstreet.com/id/job/85104280,7000000.0,29,5
Sales,32.0,S1,Merchandiser Elektronik,https://id.jobstreet.com/id/job/85376063,3900000.0,48,5
Sales,32.0,S1,Supervisor Sales (Elektronik),https://id.jobstreet.com/id/job/85203080,6500000.0,48,5
Business Development,32.0,S1,Business Development Manager (F&B Retail),https://id.jobstreet.com/id/job/85597433,13500000.0,9,5
Lainnya,32.0,S1,Host Live (Streaming),https://id.jobstreet.com/id/job/85493964,5250000.0,29,5
Customer Service,32.0,S1,Front Desk Manager,https://id.jobstreet.com/id/job/85195018,4000000.0,14,5
Sales,32.0,S1,Sales B2B (Automotive Spare-parts Product),https://id.jobstreet.com/id/job/85109484,6700000.0,48,5
Lainnya,32.0,S1,HR COORDINATOR,https://id.jobstreet.com/id/job/85668784,5500000.0,29,5
Lainnya,32.0,S1,Technical Support (IT / Software),https://id.jobstreet.com/id/job/84945598,6500000.0,29,5
Sales,32.0,S1,Sales,https://id.jobstreet.com/id/job/84971489,6750000.0,48,5
Lainnya,32.0,S1,Accounting,https://id.jobstreet.com/id/job/85625614,5600000.0,29,5
Sales,32.0,S1,Sales Engineer,https://id.jobstreet.com/id/job/85000551,6250000.0,48,5
Lainnya,32.0,S1,MEP (Proyek Villa – Ubud),https://id.jobstreet.com/id/job/85182829,4000000.0,29,5
Lainnya,32.0,S1,Sopir Kantor,https://id.jobstreet.com/id/job/85363780,2250000.0,29,5
Lainnya,32.0,S1,Livestreaming Assistant,https://id.jobstreet.com/id/job/85125294,6250000.0,29,5
Lainnya,32.0,S1,Driver SIM B1/B1 Umum,https://id.jobstreet.com/id/job/85294989,3250000.0,29,5
Purchasing,32.0,S1,PURCHASING MANAGER,https://id.jobstreet.com/id/job/85525656,13500000.0,43,5
Sales,32.0,S1,Sales Executive (Lab Instrumentation),https://id.jobstreet.com/id/job/84966374,8500000.0,48,5
Lainnya,32.0,S1,Barista,https://id.jobstreet.com/id/job/84924797,2500000.0,29,5
Lainnya,32.0,S1,CASH CONTROLLER,https://id.jobstreet.com/id/job/84972895,4000000.0,29,5
Lainnya,32.0,S1,Host Live Streaming,https://id.jobstreet.com/id/job/85562642,7500000.0,29,5
Business Development,32.0,S1,Business Development Executive (Jakarta),https://id.jobstreet.com/id/job/85475632,5698380.5,9,5
Sales,32.0,S1,Supervisor Sales Daging Puyuh dan Malond,https://id.jobstreet.com/id/job/85107191,7000000.0,48,5
Digital Marketing,32.0,S1,Sales Marketing Creative Agency,https://id.jobstreet.com/id/job/85379515,4750000.0,17,5
Training,32.0,S1,SALES ASURANSI BANCASSURANCE AREA SORONG,https://id.jobstreet.com/id/job/84876279,4250000.0,57,5
Lainnya,32.0,S1,Onboarding Engineer,https://id.jobstreet.com/id/job/85671112,5750000.0,29,5
Sales,32.0,S1,Pramuniaga/Sales Assistant (Palu),https://id.jobstreet.com/id/job/85372576,5500000.0,48,5
Lainnya,32.0,S1,LAYOUTER / SETTER - GRAPHIC DESIGN (OFFSET PRINTING PACKAGING SPECIALIST),https://id.jobstreet.com/id/job/85173238,5250000.0,29,5
Lainnya,32.0,S1,Call Center Data Entry Staff,https://id.jobstreet.com/id/job/84898365,3500000.0,29,5
Education,32.0,S1,Governess / Educational Kids,https://id.jobstreet.com/id/job/85274383,8000000.0,18,5
Lainnya,32.0,S1,Ads Optimizer,https://id.jobstreet.com/id/job/85452008,6800000.0,29,5
Strategic Planning,32.0,S1,Business Planning Staff - Manufacture - Cikande/Tangerang (C-121000),https://id.jobstreet.com/id/job/85548517,14750000.0,52,5
Lainnya,32.0,S1,QS Estimator,https://id.jobstreet.com/id/job/85563421,4250000.0,29,5
Finance,32.0,S1,FINANCE & ACCOUNTING MANAGER,https://id.jobstreet.com/id/job/85621738,12500000.0,20,5
Mechanic,32.0,S1,MEP QS,https://id.jobstreet.com/id/job/85409488,9000000.0,35,5
Lainnya,32.0,S1,Manager Marketing Engineering,https://id.jobstreet.com/id/job/85203586,11000000.0,29,5
Sales,32.0,S1,Sales Support ExIm(Freight Forwarding),https://id.jobstreet.com/id/job/84971451,6050000.0,48,5
Lainnya,32.0,S1,Drafter Electrical Project,https://id.jobstreet.com/id/job/85485272,5875000.0,29,5
Arsitek,32.0,S1,Architect,https://id.jobstreet.com/id/job/85006213,10575000.0,4,5
Lainnya,32.0,S1,Content Creator - Community-focused,https://id.jobstreet.com/id/job/84955921,7000000.0,29,5
Sales,32.0,S1,Sales Lapangan,https://id.jobstreet.com/id/job/84944595,4900000.0,48,5
Tax,32.0,S1,Accounting & Tax,https://id.jobstreet.com/id/job/85009826,5000000.0,54,5
Lainnya,32.0,S1,Marketing Associates,https://id.jobstreet.com/id/job/85605013,17500000.0,29,5
Sales,32.0,S1,Sales Retail Area Jakarta Selatan,https://id.jobstreet.com/id/job/85137919,5500000.0,48,5
Lainnya,32.0,S1,CREW STORE Bengkulu,https://id.jobstreet.com/id/job/85191892,6250000.0,29,5
Logistik,32.0,S1,Driver,https://id.jobstreet.com/id/job/85600080,4950000.0,31,5
Bidan,32.0,S1,Accountant,https://id.jobstreet.com/id/job/85619694,5000000.0,7,5
Management,32.0,S1,Regulatory Management,https://id.jobstreet.com/id/job/85680833,7000000.0,33,5
Lainnya,32.0,S1,PRODUCT SPECIFIER,https://id.jobstreet.com/id/job/84764196,5250000.0,29,5
Lainnya,32.0,S1,Operations Manager (OM),https://id.jobstreet.com/id/job/85128119,10000000.0,29,5
Lainnya,32.0,S1,Operator Mesin,https://id.jobstreet.com/id/job/85685468,6000000.0,29,5
Lainnya,32.0,S1,Financial Advisor - Sorong,https://id.jobstreet.com/id/job/85679299,4000000.0,29,5
Lainnya,32.0,S1,OPERATION LIVE STREAMING STAFF,https://id.jobstreet.com/id/job/85621304,8500000.0,29,5
Perawat,32.0,S1,PRODUK SPESIALIS,https://id.jobstreet.com/id/job/85088680,6400000.0,38,5
Sales,32.0,S1,Customer Experience (Progress Advisor),https://id.jobstreet.com/id/job/84985031,5200000.0,48,5
Seo,32.0,S1,"MARKETING LEGALITAS ,PERIZINAN,AHLI FRANCHISE , IPO, KOL ,SEO, MEDSO SPESIALIST",https://id.jobstreet.com/id/job/85367151,12500000.0,50,5
Sales,32.0,S1,Online Sales Supervisor,https://id.jobstreet.com/id/job/85052939,5250000.0,48,5
Lainnya,32.0,S1,Marketing Staff Semarang,https://id.jobstreet.com/id/job/85406107,4500000.0,29,5
Lainnya,32.0,S1,Staff Talent & Content Creator,https://id.jobstreet.com/id/job/85536228,5250000.0,29,5
Fullstack,32.0,S1,Fullstack Developer IT,https://id.jobstreet.com/id/job/85531318,6500000.0,22,5
Lainnya,32.0,S1,Content Creator / Video Producer,https://id.jobstreet.com/id/job/85069697,4800000.0,29,5
Lainnya,32.0,S1,MANAGER KLINIK ESTETIKA,https://id.jobstreet.com/id/job/85272088,10000000.0,29,5
Lainnya,32.0,S1,Mekanik ( Unit LV ),https://id.jobstreet.com/id/job/84970749,6500000.0,29,5
Lainnya,32.0,S1,Marketing & Community Coordinator,https://id.jobstreet.com/id/job/84981427,5200000.0,29,5
Lainnya,32.0,S1,Drafter MEP,https://id.jobstreet.com/id/job/85064232,6250000.0,29,5
Lainnya,32.0,S1,KYC Onboarding,https://id.jobstreet.com/id/job/85139688,6250000.0,29,5
Lainnya,32.0,S1,E-commerce Specialist,https://id.jobstreet.com/id/job/84887578,3750000.0,29,5
Sales,32.0,S1,Sales Baterai Lithium,https://id.jobstreet.com/id/job/85201298,7250000.0,48,5
Sales,32.0,S1,Sales Manager,https://id.jobstreet.com/id/job/85669575,12000000.0,48,5
Lainnya,32.0,S1,Budget Supervisor,https://id.jobstreet.com/id/job/85041156,6000000.0,29,5
Digital Marketing,32.0,S1,Digital Marketing Expert,https://id.jobstreet.com/id/job/85381861,7000000.0,17,5
Lainnya,32.0,S1,supervisor,https://id.jobstreet.com/id/job/85202628,3750000.0,29,5
Digital Marketing,32.0,S1,BRAND MANAGER FASHION | MANAGER BRANDING | DIGITAL MARKETING,https://id.jobstreet.com/id/job/85538117,11500000.0,17,5
Lainnya,32.0,S1,Notary Clerk,https://id.jobstreet.com/id/job/85222675,5000000.0,29,5
Lainnya,32.0,S1,sosial media specialist,https://id.jobstreet.com/id/job/84819348,6000000.0,29,5
Tax,32.0,S1,Accounting & Tax,https://id.jobstreet.com/id/job/84888048,5350000.0,54,5
Lainnya,32.0,S1,ACCOUNTING SENIOR,https://id.jobstreet.com/id/job/85362110,5750000.0,29,5
Legal,32.0,S1,IT/Design Officer,https://id.jobstreet.com/id/job/84979552,4625000.0,30,5
Lainnya,32.0,S1,Pembawa acara streaming langsung TIKTOK,https://id.jobstreet.com/id/job/84922007,5000000.0,29,5
Sales,32.0,S1,Area Sales Manager - Kalimantan,https://id.jobstreet.com/id/job/84944823,11500000.0,48,5
Sales,32.0,S1,Sales Promotion (SPB),https://id.jobstreet.com/id/job/85586851,4850000.0,48,5
Lainnya,32.0,S1,E-Commerce & Live Streaming Specialist – Peluang Karir Tinggi & Gaji Kompetitif!,https://id.jobstreet.com/id/job/85630510,8500000.0,29,5
Finance,32.0,S1,"Spv Accounting, Finance & Tax",https://id.jobstreet.com/id/job/85262645,8500000.0,20,5
Telemarketing,32.0,S1,Telemarketing Agent,https://id.jobstreet.com/id/job/84861852,5348500.0,56,5
Lainnya,32.0,S1,Analis Laboratorium,https://id.jobstreet.com/id/job/85668680,5700000.0,29,5
Lainnya,32.0,S1,Treasurer,https://id.jobstreet.com/id/job/85545706,8500000.0,29,5
Hotel,32.0,S1,Manager  Housekeeping Hotel,https://id.jobstreet.com/id/job/84938276,11000000.0,25,5
Sales,32.0,S1,Technical Sales,https://id.jobstreet.com/id/job/85082805,6000000.0,48,5
Admin,32.0,S1,Kaprodi Dan Puket 1,https://id.jobstreet.com/id/job/85564396,8000000.0,1,5
